block,norm_vX_tilde,norm_vE_decided,norm_vRHS,norm_Fwm_bm,norm_residual,blockErr,coherence
216,2120.6723855607393,2170.6646443080117,1062.8565213118789,37.550106148901726,1061.3905778070948,1126549.9586576787,0.026979134337844046
217,2120.6723855607393,2173.1912864561555,1061.3905778070948,40.89440481576141,1058.6974617188457,1120840.3154499268,0.04574883819193931
218,2120.6723855607393,2177.11800179923,1058.6974617188457,64.44792846102146,1054.7480230925,1112493.392217537,0.09559977419203301
219,2120.6723855607393,2178.959866303262,1054.7480230925,64.70878407629253,1051.1566807810948,1104930.3675507284,0.08520075256763503
220,2120.6723855607393,2178.5335561120737,1051.1566807810948,64.99293089955438,1048.1984146545826,1098719.9164843804,0.07826033735424229
221,2120.6723855607393,2180.0067919895478,1048.1984146545826,40.894404815761426,1046.2114797231854,1094558.4603045774,0.058264787009925656
222,2120.6723855607393,2182.221608679756,1046.2114797231854,41.49268155591153,1044.7911434762455,1091588.5334864005,0.0458427632012026
223,2120.6723855607393,2182.246672928213,1044.7911434762455,13.013101092738601,1044.423120437693,1090819.6545048074,0.037699889943952375
224,2120.6723855607393,2184.0678032366372,1044.423120437693,28.819711143532086,1043.0641553583755,1087982.8321934813,0.04845530576714913
225,2120.6723855607393,2185.217829518183,1043.0641553583755,40.89440481576145,1038.7562076954666,1079014.4590258675,0.047099919884760075
226,2120.6723855607393,2188.64672780388,1038.7562076954666,81.61051396441222,1029.9755524749073,1060849.6386959907,0.14715051476946417
227,2120.6723855607393,2196.228382125416,1029.9755524749073,103.20772139418953,1020.6078785344796,1041640.441726651,0.14215821201281278
228,2120.6723855607393,2199.1171928117606,1020.6078785344796,81.61051396441222,1015.9796890291339,1032214.7285197355,0.12572463667842573
229,2120.6723855607393,2200.837575397298,1015.9796890291339,28.819711143532174,1013.2262538208163,1026627.4414317652,0.1490431176436804
230,2120.6723855607393,2199.7164856922786,1013.2262538208163,64.70878407629252,1006.0003644553955,1012036.7332843886,0.14625221052007728
231,2120.6723855607393,2207.6614247938787,1006.0003644553954,103.20772139418959,994.9727784920873,989970.8299402642,0.153417147508241
232,2120.6723855607393,2210.3748059270547,994.9727784920873,104.74055204600732,988.7308042637227,977588.6032999879,0.08102177403017224
233,2120.6723855607393,2210.9479945229828,988.7308042637227,28.819711143532093,986.0776732993576,972349.1777794745,0.0662601819030041
234,2120.6723855607393,2210.9489284307124,986.0776732993576,64.70878407629256,979.3752543730141,959175.888878206,0.05308988833343381
235,2120.6723855607393,2220.870611674871,979.3752543730141,103.20772139418955,968.2318625561804,937472.9396690102,0.07489234967952163
236,2120.6723855607393,2225.118054867561,968.2318625561805,107.49144592656913,958.9586164273317,919601.6280202222,0.10923355012383226
237,2120.6723855607393,2225.1915245719324,958.9586164273318,66.38721710817866,956.7448870824526,915360.7789584149,0.07176750479274004
238,2120.6723855607393,2224.304556422206,956.7448870824525,20.001336193018346,956.3855721316132,914673.3625815131,0.07751347012275832
239,2120.6723855607393,2224.4678795127707,956.3855721316133,7.931588291476764,956.1742494982609,914269.1954035625,0.07389628544797998
240,2120.6723855607393,2224.28434742876,956.1742494982609,21.87634941668524,955.5628474484325,913100.3554237563,0.06786759800216956
241,2120.6723855607393,2224.640521376328,955.5628474484325,12.533836292537949,955.2623079594674,912526.0770080484,0.01960594909076733
242,2120.6723855607393,2226.001288871691,955.2623079594674,15.695363988519105,954.1990447808266,910495.817060642,0.08926594949037527
243,2120.6723855607393,2227.52662632225,954.1990447808266,40.89440481576149,949.6036147570318,901747.0251596213,0.09052013621686988
244,2120.6723855607393,2233.516292954347,949.6036147570318,81.61051396441219,938.0720801957491,879979.2276427799,0.45044943940626697
245,2120.6723855607393,2247.194105776477,938.0720801957491,121.70282587149417,917.0658310580567,841009.7384942041,0.4215098464248099
246,2120.6723855607393,2265.359113788986,917.0658310580567,146.171533449401,886.0990956022608,785171.6072271445,0.39933196738907084
247,2120.6723855607393,2279.7389895352176,886.099095602261,143.55349849592255,849.2314987887254,721194.1385349449,0.3631324131977681
248,2120.6723855607393,2293.046395864044,849.2314987887254,164.97233361015333,814.3651475250393,663190.593503479,0.318902186689558
249,2120.6723855607393,2296.8321850132265,814.3651475250393,147.18151129104442,797.5824756361764,636137.8054419318,0.20253654081896844
250,2120.6723855607393,2299.5569308465433,797.5824756361764,44.846223879833154,795.4153966941537,632685.6532981179,0.0831829932733981
251,2120.6723855607393,2303.6664626440815,795.4153966941536,32.98520856166288,795.1084472158727,632197.4428340363,0.04313820333833004
252,2120.6723855607393,2302.7928803528284,795.1084472158727,5.76296142165914,795.0882464989149,632165.3197207194,0.00806025152572579
